text_id,category,source_text,target_text,target_lang,quality_score,fluency_score,adequacy_score,contains_worldview_term,text_length,quality_grade,category_encoded,target_lang_encoded,quality_encoded
SYN0149,story,[합성 텍스트 149],[Synthetic 149],ja,0.656,0.747,0.856,0,16,needs_review,7,1,3
SYN0149,story,[합성 텍스트 149],[Synthetic 149],zh,0.754,0.791,0.848,0,16,acceptable,7,2,0
SYN0150,dialog,[합성 텍스트 150],[Synthetic 150],en,0.648,0.891,0.741,1,54,needs_review,2,0,3
SYN0150,dialog,[합성 텍스트 150],[Synthetic 150],ja,0.681,0.718,0.859,1,54,needs_review,2,1,3
SYN0150,dialog,[합성 텍스트 150],[Synthetic 150],zh,0.661,0.948,0.891,1,54,needs_review,2,2,3
SYN0151,quest,[합성 텍스트 151],[Synthetic 151],en,0.673,0.742,0.875,0,36,needs_review,5,0,3
SYN0151,quest,[합성 텍스트 151],[Synthetic 151],ja,0.701,0.889,0.788,0,36,acceptable,5,1,0
SYN0151,quest,[합성 텍스트 151],[Synthetic 151],zh,0.688,0.734,0.805,0,36,needs_review,5,2,3
SYN0152,story,[합성 텍스트 152],[Synthetic 152],en,0.921,1.0,0.768,0,32,excellent,7,0,1
SYN0152,story,[합성 텍스트 152],[Synthetic 152],ja,0.757,0.682,0.788,0,32,acceptable,7,1,0
SYN0152,story,[합성 텍스트 152],[Synthetic 152],zh,0.687,0.694,0.766,0,32,needs_review,7,2,3
SYN0153,UI,[합성 텍스트 153],[Synthetic 153],en,0.884,0.708,1.0,0,43,good,0,0,2
SYN0153,UI,[합성 텍스트 153],[Synthetic 153],ja,0.755,0.807,0.746,0,43,acceptable,0,1,0
SYN0153,UI,[합성 텍스트 153],[Synthetic 153],zh,0.971,0.912,0.874,0,43,excellent,0,2,1
SYN0154,notice,[합성 텍스트 154],[Synthetic 154],en,0.638,0.946,0.915,0,51,needs_review,4,0,3
SYN0154,notice,[합성 텍스트 154],[Synthetic 154],ja,0.76,0.556,0.771,0,51,acceptable,4,1,0
SYN0154,notice,[합성 텍스트 154],[Synthetic 154],zh,0.819,0.921,0.939,0,51,good,4,2,2
SYN0155,item,[합성 텍스트 155],[Synthetic 155],en,0.902,0.634,0.849,0,47,excellent,3,0,1
SYN0155,item,[합성 텍스트 155],[Synthetic 155],ja,0.827,0.77,0.702,0,47,good,3,1,2
SYN0155,item,[합성 텍스트 155],[Synthetic 155],zh,0.767,0.767,0.838,0,47,acceptable,3,2,0
SYN0156,UI,[합성 텍스트 156],[Synthetic 156],en,0.796,0.844,0.826,0,94,acceptable,0,0,0
SYN0156,UI,[합성 텍스트 156],[Synthetic 156],ja,0.759,0.809,0.696,0,94,acceptable,0,1,0
SYN0156,UI,[합성 텍스트 156],[Synthetic 156],zh,0.848,0.8,0.853,0,94,good,0,2,2
SYN0157,dialog,[합성 텍스트 157],[Synthetic 157],en,0.503,0.827,0.849,1,85,needs_review,2,0,3
SYN0157,dialog,[합성 텍스트 157],[Synthetic 157],ja,0.717,0.754,0.903,1,85,acceptable,2,1,0
SYN0157,dialog,[합성 텍스트 157],[Synthetic 157],zh,0.793,0.848,0.829,1,85,acceptable,2,2,0
SYN0158,quest,[합성 텍스트 158],[Synthetic 158],en,0.822,0.864,0.78,1,86,good,5,0,2
SYN0158,quest,[합성 텍스트 158],[Synthetic 158],ja,0.767,0.886,0.975,1,86,acceptable,5,1,0
SYN0158,quest,[합성 텍스트 158],[Synthetic 158],zh,0.612,0.777,0.91,1,86,needs_review,5,2,3
SYN0159,notice,[합성 텍스트 159],[Synthetic 159],en,0.791,0.858,0.857,0,30,acceptable,4,0,0
SYN0159,notice,[합성 텍스트 159],[Synthetic 159],ja,0.772,0.774,0.968,0,30,acceptable,4,1,0
SYN0159,notice,[합성 텍스트 159],[Synthetic 159],zh,0.66,0.741,0.851,0,30,needs_review,4,2,3
SYN0160,dialog,[합성 텍스트 160],[Synthetic 160],en,0.569,0.596,0.853,1,22,needs_review,2,0,3
SYN0160,dialog,[합성 텍스트 160],[Synthetic 160],ja,0.588,0.762,0.903,1,22,needs_review,2,1,3
SYN0160,dialog,[합성 텍스트 160],[Synthetic 160],zh,0.636,0.823,0.826,1,22,needs_review,2,2,3
SYN0161,quest,[합성 텍스트 161],[Synthetic 161],en,0.681,0.783,0.933,0,11,needs_review,5,0,3
SYN0161,quest,[합성 텍스트 161],[Synthetic 161],ja,0.789,0.66,0.902,0,11,acceptable,5,1,0
SYN0161,quest,[합성 텍스트 161],[Synthetic 161],zh,0.642,0.941,0.932,0,11,needs_review,5,2,3
SYN0162,quest,[합성 텍스트 162],[Synthetic 162],en,0.729,0.868,0.82,0,89,acceptable,5,0,0
SYN0162,quest,[합성 텍스트 162],[Synthetic 162],ja,0.774,0.887,0.805,0,89,acceptable,5,1,0
SYN0162,quest,[합성 텍스트 162],[Synthetic 162],zh,0.688,0.681,0.765,0,89,needs_review,5,2,3
SYN0163,achievement,[합성 텍스트 163],[Synthetic 163],en,0.931,0.943,0.72,0,51,excellent,1,0,1
SYN0163,achievement,[합성 텍스트 163],[Synthetic 163],ja,0.822,0.942,0.813,0,51,good,1,1,2
SYN0163,achievement,[합성 텍스트 163],[Synthetic 163],zh,0.76,0.599,0.871,0,51,acceptable,1,2,0
SYN0164,story,[합성 텍스트 164],[Synthetic 164],en,0.544,0.854,0.932,1,62,needs_review,7,0,3
SYN0164,story,[합성 텍스트 164],[Synthetic 164],ja,0.622,0.686,0.678,1,62,needs_review,7,1,3
SYN0164,story,[합성 텍스트 164],[Synthetic 164],zh,0.673,0.742,0.726,1,62,needs_review,7,2,3
SYN0165,story,[합성 텍스트 165],[Synthetic 165],en,0.642,0.745,0.936,0,44,needs_review,7,0,3
SYN0165,story,[합성 텍스트 165],[Synthetic 165],ja,0.81,0.787,0.9,0,44,good,7,1,2
SYN0165,story,[합성 텍스트 165],[Synthetic 165],zh,0.634,0.803,0.862,0,44,needs_review,7,2,3
SYN0166,quest,[합성 텍스트 166],[Synthetic 166],en,0.622,0.851,0.894,1,97,needs_review,5,0,3
SYN0166,quest,[합성 텍스트 166],[Synthetic 166],ja,0.408,0.919,0.606,1,97,needs_review,5,1,3
SYN0166,quest,[합성 텍스트 166],[Synthetic 166],zh,0.638,0.903,0.825,1,97,needs_review,5,2,3
SYN0167,quest,[합성 텍스트 167],[Synthetic 167],en,0.853,0.608,0.94,0,75,good,5,0,2
SYN0167,quest,[합성 텍스트 167],[Synthetic 167],ja,0.744,0.681,0.803,0,75,acceptable,5,1,0
SYN0167,quest,[합성 텍스트 167],[Synthetic 167],zh,0.648,0.887,0.909,0,75,needs_review,5,2,3
SYN0168,dialog,[합성 텍스트 168],[Synthetic 168],en,0.664,0.929,0.742,0,25,needs_review,2,0,3
SYN0168,dialog,[합성 텍스트 168],[Synthetic 168],ja,0.91,0.797,0.757,0,25,excellent,2,1,1
SYN0168,dialog,[합성 텍스트 168],[Synthetic 168],zh,0.682,0.72,0.748,0,25,needs_review,2,2,3
SYN0169,UI,[합성 텍스트 169],[Synthetic 169],en,0.582,0.762,0.706,0,29,needs_review,0,0,3
SYN0169,UI,[합성 텍스트 169],[Synthetic 169],ja,0.725,0.709,0.78,0,29,acceptable,0,1,0
SYN0169,UI,[합성 텍스트 169],[Synthetic 169],zh,1.0,0.806,0.87,0,29,excellent,0,2,1
SYN0170,item,[합성 텍스트 170],[Synthetic 170],en,0.772,0.698,0.923,1,36,acceptable,3,0,0
SYN0170,item,[합성 텍스트 170],[Synthetic 170],ja,0.63,0.771,0.803,1,36,needs_review,3,1,3
SYN0170,item,[합성 텍스트 170],[Synthetic 170],zh,0.766,0.736,0.828,1,36,acceptable,3,2,0
SYN0171,skill,[합성 텍스트 171],[Synthetic 171],en,0.799,0.824,0.843,0,19,acceptable,6,0,0
SYN0171,skill,[합성 텍스트 171],[Synthetic 171],ja,0.707,0.88,0.831,0,19,acceptable,6,1,0
SYN0171,skill,[합성 텍스트 171],[Synthetic 171],zh,0.719,0.81,0.986,0,19,acceptable,6,2,0
SYN0172,skill,[합성 텍스트 172],[Synthetic 172],en,0.561,0.822,0.976,0,40,needs_review,6,0,3
SYN0172,skill,[합성 텍스트 172],[Synthetic 172],ja,0.799,0.817,0.805,0,40,acceptable,6,1,0
SYN0172,skill,[합성 텍스트 172],[Synthetic 172],zh,0.753,0.775,0.787,0,40,acceptable,6,2,0
SYN0173,story,[합성 텍스트 173],[Synthetic 173],en,0.673,0.719,0.741,0,7,needs_review,7,0,3
SYN0173,story,[합성 텍스트 173],[Synthetic 173],ja,0.789,0.855,0.869,0,7,acceptable,7,1,0
SYN0173,story,[합성 텍스트 173],[Synthetic 173],zh,0.847,0.809,0.881,0,7,good,7,2,2
SYN0174,achievement,[합성 텍스트 174],[Synthetic 174],en,0.697,1.0,0.814,0,79,needs_review,1,0,3
SYN0174,achievement,[합성 텍스트 174],[Synthetic 174],ja,0.683,0.843,0.87,0,79,needs_review,1,1,3
SYN0174,achievement,[합성 텍스트 174],[Synthetic 174],zh,0.61,0.912,0.842,0,79,needs_review,1,2,3
SYN0175,UI,[합성 텍스트 175],[Synthetic 175],en,0.813,0.674,0.992,1,47,good,0,0,2
SYN0175,UI,[합성 텍스트 175],[Synthetic 175],ja,0.816,0.799,0.977,1,47,good,0,1,2
SYN0175,UI,[합성 텍스트 175],[Synthetic 175],zh,0.766,0.797,0.797,1,47,acceptable,0,2,0
SYN0176,item,[합성 텍스트 176],[Synthetic 176],en,0.751,0.721,0.86,1,45,acceptable,3,0,0
SYN0176,item,[합성 텍스트 176],[Synthetic 176],ja,0.743,0.667,0.732,1,45,acceptable,3,1,0
SYN0176,item,[합성 텍스트 176],[Synthetic 176],zh,0.807,0.54,0.866,1,45,good,3,2,2
SYN0177,skill,[합성 텍스트 177],[Synthetic 177],en,0.651,0.866,0.818,1,55,needs_review,6,0,3
SYN0177,skill,[합성 텍스트 177],[Synthetic 177],ja,0.711,0.874,0.813,1,55,acceptable,6,1,0
SYN0177,skill,[합성 텍스트 177],[Synthetic 177],zh,0.8,0.701,0.874,1,55,good,6,2,2
SYN0178,item,[합성 텍스트 178],[Synthetic 178],en,0.992,0.724,0.74,0,38,excellent,3,0,1
SYN0178,item,[합성 텍스트 178],[Synthetic 178],ja,0.701,0.866,0.89,0,38,acceptable,3,1,0
SYN0178,item,[합성 텍스트 178],[Synthetic 178],zh,0.81,0.688,0.911,0,38,good,3,2,2
SYN0179,item,[합성 텍스트 179],[Synthetic 179],en,1.0,0.837,0.897,0,51,excellent,3,0,1
SYN0179,item,[합성 텍스트 179],[Synthetic 179],ja,0.751,0.619,0.802,0,51,acceptable,3,1,0
SYN0179,item,[합성 텍스트 179],[Synthetic 179],zh,0.691,0.655,0.988,0,51,needs_review,3,2,3
SYN0180,item,[합성 텍스트 180],[Synthetic 180],en,0.769,0.783,0.927,0,20,acceptable,3,0,0
SYN0180,item,[합성 텍스트 180],[Synthetic 180],ja,0.797,0.853,0.834,0,20,acceptable,3,1,0
SYN0180,item,[합성 텍스트 180],[Synthetic 180],zh,0.766,0.659,0.692,0,20,acceptable,3,2,0
SYN0181,skill,[합성 텍스트 181],[Synthetic 181],en,0.693,0.671,0.847,0,31,needs_review,6,0,3
SYN0181,skill,[합성 텍스트 181],[Synthetic 181],ja,0.755,0.584,0.777,0,31,acceptable,6,1,0
SYN0181,skill,[합성 텍스트 181],[Synthetic 181],zh,0.791,0.839,0.758,0,31,acceptable,6,2,0
SYN0182,skill,[합성 텍스트 182],[Synthetic 182],en,0.778,0.79,0.813,1,76,acceptable,6,0,0
SYN0182,skill,[합성 텍스트 182],[Synthetic 182],ja,0.637,0.847,0.866,1,76,needs_review,6,1,3
SYN0182,skill,[합성 텍스트 182],[Synthetic 182],zh,0.763,0.813,0.916,1,76,acceptable,6,2,0
SYN0183,UI,[합성 텍스트 183],[Synthetic 183],en,0.837,0.72,0.705,1,77,good,0,0,2
SYN0183,UI,[합성 텍스트 183],[Synthetic 183],ja,0.904,0.826,0.713,1,77,excellent,0,1,1
SYN0183,UI,[합성 텍스트 183],[Synthetic 183],zh,0.679,0.877,0.828,1,77,needs_review,0,2,3
SYN0184,quest,[합성 텍스트 184],[Synthetic 184],en,0.645,0.72,0.867,0,80,needs_review,5,0,3
SYN0184,quest,[합성 텍스트 184],[Synthetic 184],ja,0.789,0.85,0.923,0,80,acceptable,5,1,0
SYN0184,quest,[합성 텍스트 184],[Synthetic 184],zh,0.77,0.849,0.829,0,80,acceptable,5,2,0
SYN0185,UI,[합성 텍스트 185],[Synthetic 185],en,0.822,0.877,0.894,0,88,good,0,0,2
SYN0185,UI,[합성 텍스트 185],[Synthetic 185],ja,0.804,0.719,0.855,0,88,good,0,1,2
SYN0185,UI,[합성 텍스트 185],[Synthetic 185],zh,0.797,0.819,1.0,0,88,acceptable,0,2,0
SYN0186,item,[합성 텍스트 186],[Synthetic 186],en,0.907,0.81,1.0,0,58,excellent,3,0,1
SYN0186,item,[합성 텍스트 186],[Synthetic 186],ja,0.762,0.832,0.786,0,58,acceptable,3,1,0
SYN0186,item,[합성 텍스트 186],[Synthetic 186],zh,0.765,0.825,0.918,0,58,acceptable,3,2,0
SYN0187,story,[합성 텍스트 187],[Synthetic 187],en,0.741,0.767,1.0,0,82,acceptable,7,0,0
SYN0187,story,[합성 텍스트 187],[Synthetic 187],ja,0.789,0.728,0.794,0,82,acceptable,7,1,0
SYN0187,story,[합성 텍스트 187],[Synthetic 187],zh,0.656,0.894,0.821,0,82,needs_review,7,2,3
SYN0188,item,[합성 텍스트 188],[Synthetic 188],en,0.873,0.715,0.764,0,53,good,3,0,2
SYN0188,item,[합성 텍스트 188],[Synthetic 188],ja,0.822,0.86,0.877,0,53,good,3,1,2
SYN0188,item,[합성 텍스트 188],[Synthetic 188],zh,0.719,0.868,0.79,0,53,acceptable,3,2,0
SYN0189,dialog,[합성 텍스트 189],[Synthetic 189],en,0.88,0.863,0.898,0,19,good,2,0,2
SYN0189,dialog,[합성 텍스트 189],[Synthetic 189],ja,0.875,1.0,0.713,0,19,good,2,1,2
SYN0189,dialog,[합성 텍스트 189],[Synthetic 189],zh,0.676,0.738,0.782,0,19,needs_review,2,2,3
SYN0190,quest,[합성 텍스트 190],[Synthetic 190],en,0.628,0.834,0.854,0,47,needs_review,5,0,3
SYN0190,quest,[합성 텍스트 190],[Synthetic 190],ja,0.798,0.851,0.898,0,47,acceptable,5,1,0
SYN0190,quest,[합성 텍스트 190],[Synthetic 190],zh,0.713,1.0,0.869,0,47,acceptable,5,2,0
SYN0191,dialog,[합성 텍스트 191],[Synthetic 191],en,0.526,0.802,0.84,1,13,needs_review,2,0,3
SYN0191,dialog,[합성 텍스트 191],[Synthetic 191],ja,0.653,1.0,0.894,1,13,needs_review,2,1,3
SYN0191,dialog,[합성 텍스트 191],[Synthetic 191],zh,0.773,0.707,0.77,1,13,acceptable,2,2,0
SYN0192,item,[합성 텍스트 192],[Synthetic 192],en,0.614,0.782,0.851,0,29,needs_review,3,0,3
SYN0192,item,[합성 텍스트 192],[Synthetic 192],ja,0.778,0.719,0.807,0,29,acceptable,3,1,0
SYN0192,item,[합성 텍스트 192],[Synthetic 192],zh,0.782,0.809,0.898,0,29,acceptable,3,2,0
SYN0193,skill,[합성 텍스트 193],[Synthetic 193],en,0.704,0.844,0.899,0,96,acceptable,6,0,0
SYN0193,skill,[합성 텍스트 193],[Synthetic 193],ja,0.707,0.879,0.928,0,96,acceptable,6,1,0
SYN0193,skill,[합성 텍스트 193],[Synthetic 193],zh,0.879,0.978,0.781,0,96,good,6,2,2
SYN0194,UI,[합성 텍스트 194],[Synthetic 194],en,0.74,0.735,0.731,1,17,acceptable,0,0,0
SYN0194,UI,[합성 텍스트 194],[Synthetic 194],ja,0.759,0.723,0.857,1,17,acceptable,0,1,0
SYN0194,UI,[합성 텍스트 194],[Synthetic 194],zh,0.671,0.69,0.869,1,17,needs_review,0,2,3
SYN0195,UI,[합성 텍스트 195],[Synthetic 195],en,1.0,0.828,0.889,0,57,excellent,0,0,1
SYN0195,UI,[합성 텍스트 195],[Synthetic 195],ja,0.692,0.671,0.977,0,57,needs_review,0,1,3
SYN0195,UI,[합성 텍스트 195],[Synthetic 195],zh,0.708,0.696,0.847,0,57,acceptable,0,2,0
SYN0196,quest,[합성 텍스트 196],[Synthetic 196],en,0.72,0.923,0.786,0,77,acceptable,5,0,0
SYN0196,quest,[합성 텍스트 196],[Synthetic 196],ja,0.611,0.894,0.889,0,77,needs_review,5,1,3
SYN0196,quest,[합성 텍스트 196],[Synthetic 196],zh,0.688,0.642,0.79,0,77,needs_review,5,2,3
SYN0197,notice,[합성 텍스트 197],[Synthetic 197],en,0.596,0.792,0.904,1,5,needs_review,4,0,3
SYN0197,notice,[합성 텍스트 197],[Synthetic 197],ja,0.462,0.903,0.755,1,5,needs_review,4,1,3
SYN0197,notice,[합성 텍스트 197],[Synthetic 197],zh,0.733,0.825,0.937,1,5,acceptable,4,2,0
SYN0198,quest,[합성 텍스트 198],[Synthetic 198],en,0.622,0.814,0.834,1,90,needs_review,5,0,3
SYN0198,quest,[합성 텍스트 198],[Synthetic 198],ja,0.748,0.879,0.899,1,90,acceptable,5,1,0
SYN0198,quest,[합성 텍스트 198],[Synthetic 198],zh,0.679,0.615,0.814,1,90,needs_review,5,2,3
SYN0199,achievement,[합성 텍스트 199],[Synthetic 199],en,0.813,0.891,0.86,0,8,good,1,0,2
SYN0199,achievement,[합성 텍스트 199],[Synthetic 199],ja,0.444,0.672,1.0,0,8,needs_review,1,1,3
SYN0199,achievement,[합성 텍스트 199],[Synthetic 199],zh,0.695,0.602,0.949,0,8,needs_review,1,2,3
